"user_id","rank","artist_id","timeframe","artist","genres","artist_url","artist_image","popularity"
"12120382831",29,"4O15NlyKLIASxsJ0PrXPfz",Long,Lil Uzi Vert,melodic rap; philly rap; rap; trap,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,https://i.scdn.co/image/271c672ac7a84a95f3c557177a29b8936923d152,91
"12153521253",29,"6N1GBr0koYYU0W59ECgg5u",Long,The Theorist,classify; piano cover,https://open.spotify.com/artist/6N1GBr0koYYU0W59ECgg5u,https://i.scdn.co/image/90d055a67da2f9bd389363951959cb436d7a872c,51
"12153521253",30,"5P5FTygHyx2G57oszR3Wot",Long,Daughtry,alternative metal; neo mellow; pop rock; post-grunge,https://open.spotify.com/artist/5P5FTygHyx2G57oszR3Wot,https://i.scdn.co/image/d048513087503721f3493d85d3856a23f1a6fe0e,67
"12120382831",30,"6oMuImdp5ZcFhWP0ESe6mG",Long,Migos,atl hip hop; hip hop; pop rap; rap; trap,https://open.spotify.com/artist/6oMuImdp5ZcFhWP0ESe6mG,https://i.scdn.co/image/ba2d3bfa4c427f1a12ec667f4138bb5d3ecd661c,82
"12153521253",31,"7CQwac16i1W5ej8YpuL3dv",Long,Boyce Avenue,neo mellow; pop rock; viral pop,https://open.spotify.com/artist/7CQwac16i1W5ej8YpuL3dv,https://i.scdn.co/image/607758d6f4fa70670024531ce197588a4761b742,74
"12120382831",31,"1QAJqy2dA3ihHBFIHRphZj",Long,Cigarettes After Sex,ambient pop; dream pop; el paso indie; shoegaze,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj,https://i.scdn.co/image/074a07d0cbf2a30290b5b55b152952e3c7011341,75
"12153521253",32,"73sIBHcqh3Z3NyqHKZ7FOL",Long,Childish Gambino,atl hip hop; hip hop; pop rap; rap,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,https://i.scdn.co/image/2e1d974c14fb66eb5050bf3526c84c4f6e2f47ae,80
"12120382831",32,"1VPmR4DJC1PlOtd0IADAO0",Long,$uicideBoy$,dark trap; new orleans rap; underground hip hop,https://open.spotify.com/artist/1VPmR4DJC1PlOtd0IADAO0,https://i.scdn.co/image/2d1e0c2edbb23b01d494b21a0ace0a56dfdae968,84
"12153521253",33,"4gzpq5DPGxSnKTe4SA8HAU",Long,Coldplay,permanent wave; pop,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,https://i.scdn.co/image/4ffd6710617d289699cc0df60cf975e316025119,89
"12120382831",33,"2ZRQcIgzPCVaT9XKhXZIzh",Long,Gryffin,dance pop; edm; pop; pop dance; tropical house,https://open.spotify.com/artist/2ZRQcIgzPCVaT9XKhXZIzh,https://i.scdn.co/image/fae69f9be45e100ad9e09c77ced5ee468a5cb976,76
"12153521253",34,"4BxCuXFJrSWGi1KHcVqaU4",Long,Kodaline,irish pop; modern rock; pop; pop rock,https://open.spotify.com/artist/4BxCuXFJrSWGi1KHcVqaU4,https://i.scdn.co/image/09b8d9b95ef677ec6c10aff296371dceb58057b9,75
"12120382831",34,"7aA592KWirLsnfb5ulGWvU",Long,Danny Brown,alternative hip hop; detroit hip hop; escape room; hip hop; rap; underground hip hop,https://open.spotify.com/artist/7aA592KWirLsnfb5ulGWvU,https://i.scdn.co/image/5a9b9840b9fd0b75d862a0b0a3c0af787901d4ab,63
"12153521253",35,"1EpyA68dKpjf7jXmQL88Hy",Long,Noname,alternative r&b; chicago rap; escape room; hip hop; indie soul; neo soul; underground hip hop,https://open.spotify.com/artist/1EpyA68dKpjf7jXmQL88Hy,https://i.scdn.co/image/0bb3039ddf466204875be9f547fc2be7bbb5760c,61
